Unique_Id,Id,ActivityDate,DayOfWeek,TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,TotalMinutesWorn,Calories,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
61176661604/29/2016,6117666160,4/29/2016,Fri,"9,592",7.24,0.00,0.00,7.24,0.00,0,0,461,479,940,"2,560",1,600,636
61176661604/30/2016,6117666160,4/30/2016,Sat,"6,987",5.28,0.00,0.00,5.28,0.00,0,0,343,1040,1383,"2,275",0,0,0
61176661605/1/2016,6117666160,5/1/2016,Sun,"8,915",6.73,0.00,0.00,6.73,0.00,0,0,397,525,922,"2,361",1,507,575
61176661605/2/2016,6117666160,5/2/2016,Mon,"4,933",3.73,0.00,0.00,3.73,0.00,0,0,236,1204,1440,"2,044",0,0,0
61176661605/4/2016,6117666160,5/4/2016,Wed,"2,997",2.26,0.00,0.00,2.26,0.00,0,0,156,1279,1435,"1,902",0,0,0
61176661605/5/2016,6117666160,5/5/2016,Thu,"9,799",7.40,0.00,0.00,7.40,0.00,0,0,487,479,966,"2,636",1,392,415
61176661605/6/2016,6117666160,5/6/2016,Fri,"3,365",2.68,0.00,0.00,2.68,0.00,0,0,133,673,806,"1,838",2,658,698
61176661605/7/2016,6117666160,5/7/2016,Sat,"7,336",5.54,0.00,0.00,5.54,0.00,0,0,412,456,868,"2,469",2,498,507
61176661605/8/2016,6117666160,5/8/2016,Sun,"7,328",5.53,0.00,0.00,5.53,0.00,0,0,318,517,835,"2,250",1,555,603
61176661605/9/2016,6117666160,5/9/2016,Mon,"4,477",3.38,0.00,0.00,3.38,0.00,0,0,197,125,322,"1,248",1,492,522
62908550054/12/2016,6290855005,4/12/2016,Tue,"4,562",3.45,0.00,0.00,3.45,0.00,0,0,199,1241,1440,"2,560",0,0,0
62908550054/13/2016,6290855005,4/13/2016,Wed,"7,142",5.40,0.00,0.00,5.39,0.01,0,0,350,1090,1440,"2,905",0,0,0
62908550054/14/2016,6290855005,4/14/2016,Thu,"7,671",5.80,0.00,0.00,5.77,0.03,0,0,363,1077,1440,"2,952",0,0,0
62908550054/15/2016,6290855005,4/15/2016,Fri,"9,501",7.18,0.00,0.00,7.17,0.01,0,0,328,1112,1440,"2,896",0,0,0
62908550054/16/2016,6290855005,4/16/2016,Sat,"8,301",6.28,0.00,0.00,6.27,0.01,0,0,258,1182,1440,"2,783",0,0,0
62908550054/17/2016,6290855005,4/17/2016,Sun,"7,851",5.94,1.14,0.79,4.00,0.00,31,12,225,1172,1440,"3,171",0,0,0
62908550054/18/2016,6290855005,4/18/2016,Mon,"6,885",5.21,0.00,0.00,5.19,0.02,0,0,271,1169,1440,"2,766",0,0,0
62908550054/19/2016,6290855005,4/19/2016,Tue,"7,142",5.40,0.00,0.00,5.39,0.01,0,0,321,1119,1440,"2,839",0,0,0
62908550054/20/2016,6290855005,4/20/2016,Wed,"6,361",4.81,0.00,0.00,4.80,0.01,0,0,258,1182,1440,"2,701",0,0,0
62908550054/22/2016,6290855005,4/22/2016,Fri,"6,238",4.72,0.00,0.00,4.72,0.00,0,0,302,1138,1440,"2,796",0,0,0
62908550054/24/2016,6290855005,4/24/2016,Sun,"5,896",4.46,0.00,0.00,4.46,0.00,0,0,258,1182,1440,"2,703",0,0,0
62908550054/25/2016,6290855005,4/25/2016,Mon,"7,802",5.90,0.68,0.18,5.03,0.01,8,3,249,1180,1440,"2,771",0,0,0
62908550054/27/2016,6290855005,4/27/2016,Wed,"5,565",4.21,0.00,0.00,4.18,0.03,0,0,287,1153,1440,"2,743",0,0,0
62908550054/28/2016,6290855005,4/28/2016,Thu,"5,731",4.33,0.00,0.00,4.33,0.00,0,0,255,1185,1440,"2,687",0,0,0
62908550054/30/2016,6290855005,4/30/2016,Sat,"6,744",5.10,0.00,0.00,5.09,0.01,0,0,324,1116,1440,"2,843",0,0,0
62908550055/1/2016,6290855005,5/1/2016,Sun,"9,837",7.44,0.66,2.75,4.00,0.02,8,95,282,1055,1440,"3,327",0,0,0
62908550055/2/2016,6290855005,5/2/2016,Mon,"6,781",5.13,0.00,0.00,5.11,0.02,0,0,268,1172,1440,"2,725",0,0,0
62908550055/3/2016,6290855005,5/3/2016,Tue,"6,047",4.57,0.00,0.00,4.57,0.00,0,0,240,1200,1440,"2,671",0,0,0
62908550055/4/2016,6290855005,5/4/2016,Wed,"5,832",4.41,0.00,0.00,4.40,0.01,0,0,272,1168,1440,"2,718",0,0,0
62908550055/5/2016,6290855005,5/5/2016,Thu,"6,339",4.79,0.00,0.00,4.79,0.00,0,0,239,1201,1440,"2,682",0,0,0
62908550055/6/2016,6290855005,5/6/2016,Fri,"6,116",4.62,0.00,0.00,4.59,0.03,0,0,305,1135,1440,"2,806",0,0,0
62908550055/7/2016,6290855005,5/7/2016,Sat,"5,510",4.17,0.00,0.00,4.16,0.00,0,0,227,1213,1440,"2,613",0,0,0
62908550055/8/2016,6290855005,5/8/2016,Sun,"7,706",5.83,0.00,0.00,5.82,0.00,0,0,251,1189,1440,"2,712",0,0,0
62908550055/9/2016,6290855005,5/9/2016,Mon,"6,277",4.75,0.00,0.00,4.73,0.02,0,0,264,800,1064,"2,175",0,0,0
67758889554/13/2016,6775888955,4/13/2016,Wed,"4,053",2.91,1.11,0.58,1.22,0.00,17,18,85,1053,1173,"2,400",1,235,260
67758889554/14/2016,6775888955,4/14/2016,Thu,"5,162",3.70,0.87,0.86,1.97,0.00,14,24,105,863,1006,"2,507",1,423,441
67758889554/15/2016,6775888955,4/15/2016,Fri,"1,282",0.92,0.00,0.00,0.92,0.00,0,0,58,976,1034,"2,127",1,391,406
67758889554/16/2016,6775888955,4/16/2016,Sat,"4,732",3.39,2.52,0.81,0.06,0.00,36,18,9,1377,1440,"2,225",0,0,0
67758889554/17/2016,6775888955,4/17/2016,Sun,"2,497",1.79,0.35,1.13,0.31,0.00,5,24,19,1392,1440,"2,067",0,0,0
67758889554/18/2016,6775888955,4/18/2016,Mon,"8,294",5.95,2.00,0.77,3.17,0.00,30,31,146,1233,1440,"2,798",0,0,0
67758889554/20/2016,6775888955,4/20/2016,Wed,"10,771",7.72,3.77,1.74,2.22,0.00,70,113,178,1079,1440,"3,727",0,0,0
67758889554/22/2016,6775888955,4/22/2016,Fri,637,0.46,0.00,0.00,0.46,0.00,0,0,20,1420,1440,"1,922",0,0,0
67758889554/24/2016,6775888955,4/24/2016,Sun,"2,153",1.54,0.77,0.62,0.15,0.00,11,18,11,1400,1440,"2,053",0,0,0
67758889554/25/2016,6775888955,4/25/2016,Mon,"6,474",4.64,2.27,0.46,1.90,0.00,33,13,92,1302,1440,"2,484",0,0,0
67758889554/26/2016,6775888955,4/26/2016,Tue,"7,091",5.27,3.48,0.87,0.73,0.00,42,30,47,1321,1440,"2,584",0,0,0
67758889554/28/2016,6775888955,4/28/2016,Thu,703,0.50,0.06,0.20,0.24,0.00,2,13,15,1410,1440,"1,993",0,0,0
67758889554/30/2016,6775888955,4/30/2016,Sat,"2,503",1.79,0.16,0.16,1.48,0.00,3,9,84,1344,1440,"2,280",0,0,0
67758889555/1/2016,6775888955,5/1/2016,Sun,"2,487",1.78,0.48,0.62,0.68,0.00,9,34,50,1347,1440,"2,319",0,0,0
67758889555/3/2016,6775888955,5/3/2016,Tue,9,0.01,0.00,0.00,0.01,0.00,0,0,1,1439,1440,"1,843",0,0,0
67758889555/6/2016,6775888955,5/6/2016,Fri,"4,697",3.37,0.47,0.93,1.93,0.00,12,35,75,1318,1440,"2,496",0,0,0
67758889555/7/2016,6775888955,5/7/2016,Sat,"1,967",1.41,0.13,0.24,1.05,0.00,2,5,49,551,607,"1,032",0,0,0
69621810674/12/2016,6962181067,4/12/2016,Tue,"10,199",6.74,3.40,0.83,2.51,0.00,50,14,189,796,1049,"1,994",1,366,387
69621810674/13/2016,6962181067,4/13/2016,Wed,"5,652",3.74,0.57,1.21,1.96,0.00,8,24,142,548,722,"1,718",3,630,679
69621810674/14/2016,6962181067,4/14/2016,Thu,"1,551",1.03,0.00,0.00,1.03,0.00,0,0,86,862,948,"1,466",2,508,535
69621810674/15/2016,6962181067,4/15/2016,Fri,"5,563",3.68,0.00,0.00,3.68,0.00,0,0,217,837,1054,"1,756",1,370,386
69621810674/16/2016,6962181067,4/16/2016,Sat,"13,217",8.74,3.66,0.19,4.88,0.00,50,3,280,741,1074,"2,173",1,357,366
69621810674/17/2016,6962181067,4/17/2016,Sun,"10,145",6.71,0.33,0.68,5.69,0.00,5,13,295,634,947,"2,027",1,427,446
69621810674/18/2016,6962181067,4/18/2016,Mon,"11,404",7.54,0.83,2.39,4.32,0.00,13,42,238,689,982,"2,039",1,442,458
69621810674/19/2016,6962181067,4/19/2016,Tue,"10,742",7.10,2.10,2.13,2.87,0.00,35,41,195,659,930,"2,046",1,476,535
69621810674/20/2016,6962181067,4/20/2016,Wed,"13,928",9.55,4.28,0.19,5.09,0.00,48,4,297,639,988,"2,174",1,418,424
69621810674/21/2016,6962181067,4/21/2016,Thu,"11,835",9.71,3.99,2.10,3.51,0.11,53,27,214,708,1002,"2,179",1,451,457
69621810674/22/2016,6962181067,4/22/2016,Fri,"10,725",7.09,1.77,1.55,3.77,0.00,30,33,240,659,962,"2,086",1,425,435
69621810674/23/2016,6962181067,4/23/2016,Sat,"20,031",13.24,4.20,2.00,7.04,0.00,58,41,347,484,930,"2,571",1,528,546
69621810674/24/2016,6962181067,4/24/2016,Sun,"5,029",3.32,0.00,0.00,3.32,0.00,0,0,199,720,919,"1,705",1,511,514
69621810674/25/2016,6962181067,4/25/2016,Mon,"13,239",9.27,3.02,1.68,4.46,0.10,35,31,282,637,985,"2,194",1,400,415
69621810674/26/2016,6962181067,4/26/2016,Tue,"10,433",6.90,2.58,0.42,3.90,0.00,36,7,254,680,977,"2,012",1,441,446
69621810674/27/2016,6962181067,4/27/2016,Wed,"10,320",6.82,0.55,2.02,4.25,0.00,7,38,279,697,1021,"2,034",1,455,467
69621810674/28/2016,6962181067,4/28/2016,Thu,"12,627",8.35,2.51,0.24,5.59,0.00,38,8,288,621,955,"2,182",1,440,453
69621810674/29/2016,6962181067,4/29/2016,Fri,"10,762",7.11,0.82,0.48,5.81,0.00,12,15,369,645,1041,"2,254",1,433,447
69621810674/30/2016,6962181067,4/30/2016,Sat,"10,081",6.66,2.24,0.76,3.67,0.00,32,16,237,731,1016,"2,002",1,422,424
69621810675/1/2016,6962181067,5/1/2016,Sun,"5,454",3.61,0.00,0.00,3.61,0.00,0,0,215,722,937,"1,740",1,411,426
69621810675/2/2016,6962181067,5/2/2016,Mon,"12,912",8.54,1.20,2.00,5.34,0.00,18,39,313,655,1025,"2,162",1,466,482
69621810675/3/2016,6962181067,5/3/2016,Tue,"12,109",8.12,1.74,2.04,4.33,0.00,21,36,267,654,978,"2,072",1,394,418
69621810675/4/2016,6962181067,5/4/2016,Wed,"10,147",6.71,0.47,1.68,4.55,0.00,15,36,284,683,1018,"2,086",1,442,455
69621810675/5/2016,6962181067,5/5/2016,Thu,"10,524",6.96,0.99,1.16,4.81,0.00,14,22,305,591,932,"2,066",1,467,491
69621810675/6/2016,6962181067,5/6/2016,Fri,"5,908",3.91,0.00,0.00,3.91,0.00,0,0,299,717,1016,"1,850",1,443,462
69621810675/7/2016,6962181067,5/7/2016,Sat,"6,815",4.50,0.00,0.00,4.50,0.00,0,0,328,745,1073,"1,947",1,298,334
69621810675/8/2016,6962181067,5/8/2016,Sun,"4,188",2.77,0.00,0.52,2.25,0.00,0,14,151,709,874,"1,659",1,541,569
69621810675/9/2016,6962181067,5/9/2016,Mon,"12,342",8.72,3.90,1.18,3.65,0.00,43,21,231,607,902,"2,105",1,489,497
69621810675/10/2016,6962181067,5/10/2016,Tue,"15,448",10.21,3.47,1.75,4.99,0.00,62,34,275,626,997,"2,361",1,469,481
69621810675/11/2016,6962181067,5/11/2016,Wed,"6,722",4.44,1.49,0.31,2.65,0.00,24,7,199,709,939,"1,855",1,452,480
69621810675/12/2016,6962181067,5/12/2016,Thu,"3,587",2.37,0.00,0.25,2.11,0.00,0,8,105,127,240,928,1,516,535
70077441714/12/2016,7007744171,4/12/2016,Tue,"14,172",10.29,4.50,0.38,5.41,0.00,53,8,355,1024,1440,"2,937",0,0,0
70077441714/13/2016,7007744171,4/13/2016,Wed,"12,862",9.65,4.61,0.56,4.48,0.00,56,22,261,1101,1440,"2,742",0,0,0
70077441714/14/2016,7007744171,4/14/2016,Thu,"11,179",8.24,2.95,0.34,4.96,0.00,34,6,304,1096,1440,"2,668",0,0,0
70077441714/15/2016,7007744171,4/15/2016,Fri,"5,273",3.53,0.00,0.00,3.53,0.00,0,0,202,1238,1440,"2,098",0,0,0
70077441714/16/2016,7007744171,4/16/2016,Sat,"4,631",3.10,0.00,0.00,3.10,0.00,0,0,203,1155,1358,"2,076",1,79,82
70077441714/17/2016,7007744171,4/17/2016,Sun,"8,059",5.39,0.00,0.00,5.39,0.00,0,0,305,1135,1440,"2,383",0,0,0
70077441714/18/2016,7007744171,4/18/2016,Mon,"14,816",10.98,3.79,2.12,5.05,0.02,48,31,284,1077,1440,"2,832",0,0,0
70077441714/19/2016,7007744171,4/19/2016,Tue,"14,194",10.48,4.41,0.76,5.31,0.00,53,17,304,1066,1440,"2,812",0,0,0
70077441714/20/2016,7007744171,4/20/2016,Wed,"15,566",11.31,4.79,0.67,5.86,0.00,60,33,347,1000,1440,"3,096",0,0,0
70077441714/21/2016,7007744171,4/21/2016,Thu,"13,744",9.19,2.15,1.87,5.17,0.00,30,34,327,1049,1440,"2,763",0,0,0
70077441714/22/2016,7007744171,4/22/2016,Fri,"15,299",10.24,4.10,1.76,4.37,0.00,64,50,261,1065,1440,"2,889",0,0,0
70077441714/23/2016,7007744171,4/23/2016,Sat,"8,093",5.41,0.13,1.13,4.15,0.00,2,25,223,1190,1440,"2,284",0,0,0
70077441714/24/2016,7007744171,4/24/2016,Sun,"11,085",7.42,0.00,0.00,7.42,0.00,0,0,419,1021,1440,"2,667",0,0,0
70077441714/25/2016,7007744171,4/25/2016,Mon,"18,229",13.34,4.31,1.37,7.67,0.00,51,24,379,986,1440,"3,055",0,0,0
70077441714/26/2016,7007744171,4/26/2016,Tue,"15,090",10.10,0.93,0.94,8.23,0.00,16,22,424,978,1440,"2,939",0,0,0
70077441714/27/2016,7007744171,4/27/2016,Wed,"13,541",10.22,4.27,0.66,5.29,0.00,50,12,337,1041,1440,"2,830",0,0,0
70077441714/28/2016,7007744171,4/28/2016,Thu,"15,128",10.12,1.09,0.77,8.26,0.00,16,16,401,1007,1440,"2,836",0,0,0
70077441714/29/2016,7007744171,4/29/2016,Fri,"20,067",14.30,4.31,2.05,7.95,0.00,55,42,382,961,1440,"3,180",0,0,0
70077441714/30/2016,7007744171,4/30/2016,Sat,"3,761",2.52,0.00,0.00,2.52,0.00,0,0,200,1240,1440,"2,051",0,0,0
70077441715/1/2016,7007744171,5/1/2016,Sun,"5,600",3.75,0.00,0.00,3.75,0.00,0,0,237,1142,1379,"2,225",1,58,61
70077441715/2/2016,7007744171,5/2/2016,Mon,"13,041",9.18,4.64,0.70,3.83,0.00,64,14,250,1112,1440,"2,642",0,0,0
70077441715/3/2016,7007744171,5/3/2016,Tue,"14,510",10.87,4.48,1.02,5.36,0.00,58,31,330,1021,1440,"2,976",0,0,0
70077441715/5/2016,7007744171,5/5/2016,Thu,"15,010",11.10,4.33,1.29,5.48,0.00,53,23,317,1047,1440,"2,933",0,0,0
70077441715/6/2016,7007744171,5/6/2016,Fri,"11,459",7.67,3.00,0.81,3.86,0.00,44,13,247,1136,1440,"2,553",0,0,0
70863619264/12/2016,7086361926,4/12/2016,Tue,"11,317",8.41,5.27,0.15,2.97,0.00,59,6,153,745,963,"2,772",1,514,525
70863619264/13/2016,7086361926,4/13/2016,Wed,"5,813",3.62,0.56,0.21,2.84,0.00,31,26,155,744,956,"2,516",1,451,465
70863619264/14/2016,7086361926,4/14/2016,Thu,"9,123",6.12,2.03,0.33,3.66,0.00,35,32,189,787,1043,"2,734",1,472,476
70863619264/15/2016,7086361926,4/15/2016,Fri,"8,585",5.67,2.04,1.11,2.53,0.00,30,21,139,864,1054,"2,395",1,377,386
70863619264/16/2016,7086361926,4/16/2016,Sat,31,0.01,0.00,0.00,0.01,0.00,0,0,3,1437,1440,"1,635",0,0,0
70863619264/18/2016,7086361926,4/18/2016,Mon,"9,827",6.71,3.17,1.22,2.31,0.00,61,51,114,1136,1362,"2,743",0,0,0
70863619264/19/2016,7086361926,4/19/2016,Tue,"10,688",7.29,3.53,1.23,2.51,0.00,67,69,124,671,931,"2,944",1,472,483
70863619264/20/2016,7086361926,4/20/2016,Wed,"14,365",10.64,7.64,0.45,2.54,0.00,87,13,145,797,1042,"2,997",1,492,502
70863619264/21/2016,7086361926,4/21/2016,Thu,"9,469",6.18,1.36,0.30,4.51,0.00,19,6,206,758,989,"2,463",1,390,411
70863619264/22/2016,7086361926,4/22/2016,Fri,"9,753",6.53,2.87,0.97,2.67,0.00,58,59,153,762,1032,"2,846",1,428,448
70863619264/23/2016,7086361926,4/23/2016,Sat,"2,817",1.81,0.00,0.00,1.80,0.00,0,0,90,1350,1440,"1,965",0,0,0
70863619264/24/2016,7086361926,4/24/2016,Sun,"3,520",2.16,0.00,0.00,2.15,0.00,0,0,125,566,691,"2,049",1,681,704
70863619264/25/2016,7086361926,4/25/2016,Mon,"10,091",6.82,3.75,0.70,2.37,0.00,69,39,129,706,943,"2,752",1,446,447
70863619264/26/2016,7086361926,4/26/2016,Tue,"10,387",7.07,4.16,0.77,2.12,0.00,70,33,132,726,961,"2,781",1,485,500
70863619264/27/2016,7086361926,4/27/2016,Wed,"11,107",8.34,5.63,0.18,2.53,0.00,55,6,145,829,1035,"2,693",1,469,479
70863619264/28/2016,7086361926,4/28/2016,Thu,"11,584",7.80,2.79,1.64,3.36,0.00,54,48,161,810,1073,"2,862",1,354,367
70863619264/29/2016,7086361926,4/29/2016,Fri,"7,881",4.95,0.49,0.45,4.00,0.00,24,36,182,1198,1440,"2,616",0,0,0
70863619264/30/2016,7086361926,4/30/2016,Sat,"14,560",9.41,3.12,1.04,5.24,0.00,42,17,308,584,951,"2,995",1,485,489
70863619265/1/2016,7086361926,5/1/2016,Sun,"12,390",8.07,2.30,0.90,4.85,0.00,30,15,258,685,988,"2,730",1,388,407
70863619265/2/2016,7086361926,5/2/2016,Mon,"10,052",6.81,3.48,0.66,2.66,0.00,66,26,139,737,968,"2,754",1,440,459
70863619265/3/2016,7086361926,5/3/2016,Tue,"10,288",6.76,2.74,0.85,3.16,0.00,57,36,152,761,1006,"2,754",1,456,461
70863619265/4/2016,7086361926,5/4/2016,Wed,"10,988",8.31,5.28,0.12,2.90,0.00,45,12,135,843,1035,"2,655",1,420,436
70863619265/5/2016,7086361926,5/5/2016,Thu,"8,564",5.60,1.78,0.83,2.95,0.00,24,14,149,1253,1440,"2,386",0,0,0
70863619265/6/2016,7086361926,5/6/2016,Fri,"12,461",8.38,3.82,1.43,3.12,0.00,84,35,154,834,1107,"2,924",1,322,333
70863619265/7/2016,7086361926,5/7/2016,Sat,"12,827",8.48,1.46,2.33,4.68,0.00,20,42,209,621,892,"2,739",1,530,548
70863619265/8/2016,7086361926,5/8/2016,Sun,"10,677",7.10,2.31,1.53,3.25,0.00,32,27,147,695,901,"2,534",1,481,510
70863619265/9/2016,7086361926,5/9/2016,Mon,"13,566",9.11,4.26,1.71,3.12,0.00,67,50,171,743,1031,"2,960",1,427,438
70863619265/10/2016,7086361926,5/10/2016,Tue,"14,433",10.79,7.11,1.20,2.45,0.00,72,23,106,1182,1383,"2,800",0,0,0
70863619265/11/2016,7086361926,5/11/2016,Wed,"9,572",6.52,2.89,1.39,2.23,0.00,57,40,128,757,982,"2,735",1,451,463
70863619265/12/2016,7086361926,5/12/2016,Thu,"3,789",2.56,0.38,0.27,1.89,0.00,5,4,58,343,410,"1,199",1,444,457
80534753284/12/2016,8053475328,4/12/2016,Tue,"18,060",14.12,11.64,0.39,2.10,0.00,116,8,123,1193,1440,"3,186",0,0,0
80534753284/13/2016,8053475328,4/13/2016,Wed,"16,433",13.35,10.43,0.47,2.45,0.00,95,12,156,1177,1440,"3,140",0,0,0
80534753284/14/2016,8053475328,4/14/2016,Thu,"20,159",15.97,12.34,0.21,3.36,0.00,119,5,193,1123,1440,"3,411",0,0,0
80534753284/15/2016,8053475328,4/15/2016,Fri,"20,669",16.24,13.26,0.39,2.59,0.00,132,8,158,1142,1440,"3,410",0,0,0
80534753284/16/2016,8053475328,4/16/2016,Sat,"14,549",11.11,9.36,0.27,1.49,0.00,96,6,83,1255,1440,"2,867",0,0,0
80534753284/17/2016,8053475328,4/17/2016,Sun,"18,827",13.69,9.24,0.80,3.64,0.00,111,21,195,1113,1440,"3,213",0,0,0
80534753284/18/2016,8053475328,4/18/2016,Mon,"17,076",12.66,9.08,0.23,3.35,0.00,102,6,195,1137,1440,"3,133",0,0,0
80534753284/19/2016,8053475328,4/19/2016,Tue,"15,929",12.48,9.22,0.31,2.95,0.00,90,7,191,1152,1440,"3,114",0,0,0
80534753284/20/2016,8053475328,4/20/2016,Wed,"15,108",12.19,9.58,0.23,2.38,0.00,89,5,158,695,947,"3,043",1,486,493
80534753284/21/2016,8053475328,4/21/2016,Thu,"16,057",12.51,9.67,0.25,2.58,0.00,100,6,170,1164,1440,"3,103",0,0,0
80534753284/22/2016,8053475328,4/22/2016,Fri,"10,520",8.29,6.26,0.15,1.88,0.00,60,3,117,1260,1440,"2,655",0,0,0
80534753284/23/2016,8053475328,4/23/2016,Sat,"22,359",17.19,12.54,0.63,4.02,0.00,125,14,223,741,1103,"3,554",1,331,337
80534753284/24/2016,8053475328,4/24/2016,Sun,"22,988",17.95,13.13,1.55,3.26,0.00,129,33,182,1096,1440,"3,577",0,0,0
80534753284/25/2016,8053475328,4/25/2016,Mon,"20,500",15.69,11.37,0.46,3.86,0.00,118,9,209,1104,1440,"3,403",0,0,0
80534753284/26/2016,8053475328,4/26/2016,Tue,"12,685",9.62,6.31,0.20,3.10,0.00,68,5,185,1182,1440,"2,846",0,0,0
80534753284/27/2016,8053475328,4/27/2016,Wed,"12,422",9.82,6.46,0.43,2.93,0.00,60,10,183,1187,1440,"2,852",0,0,0
80534753284/28/2016,8053475328,4/28/2016,Thu,"15,447",12.40,9.67,0.39,2.35,0.00,90,9,153,1188,1440,"3,062",0,0,0
80534753284/29/2016,8053475328,4/29/2016,Fri,"12,315",9.65,6.17,0.31,3.17,0.00,58,8,159,1215,1440,"2,794",0,0,0
80534753284/30/2016,8053475328,4/30/2016,Sat,"7,135",5.59,2.99,0.06,2.54,0.00,27,1,131,1281,1440,"2,408",0,0,0
80534753285/1/2016,8053475328,5/1/2016,Sun,"1,170",0.85,0.00,0.00,0.85,0.00,0,0,51,1389,1440,"1,886",0,0,0
80534753285/2/2016,8053475328,5/2/2016,Mon,"1,969",1.43,0.00,0.00,1.43,0.00,0,0,95,1345,1440,"1,988",0,0,0
80534753285/3/2016,8053475328,5/3/2016,Tue,"15,484",11.90,8.39,0.93,2.59,0.00,87,22,165,1166,1440,"3,023",0,0,0
80534753285/4/2016,8053475328,5/4/2016,Wed,"14,581",11.15,8.82,0.40,1.91,0.00,89,8,123,1220,1440,"2,918",0,0,0
80534753285/5/2016,8053475328,5/5/2016,Thu,"14,990",11.51,8.85,0.45,2.21,0.00,93,9,130,1208,1440,"2,950",0,0,0
80534753285/6/2016,8053475328,5/6/2016,Fri,"13,953",11.00,9.10,0.69,1.21,0.00,90,15,90,1245,1440,"2,859",0,0,0
80534753285/7/2016,8053475328,5/7/2016,Sat,"19,769",15.67,12.44,0.88,2.35,0.00,121,20,148,1076,1365,"3,331",1,74,75
80534753285/8/2016,8053475328,5/8/2016,Sun,"22,026",17.65,13.40,0.59,3.66,0.00,125,14,228,1073,1440,"3,589",0,0,0
80534753285/9/2016,8053475328,5/9/2016,Mon,"12,465",9.38,6.12,0.57,2.69,0.00,66,12,148,1214,1440,"2,765",0,0,0
80534753285/10/2016,8053475328,5/10/2016,Tue,"14,810",11.36,9.09,0.42,1.85,0.00,96,10,115,1219,1440,"2,926",0,0,0
80534753285/11/2016,8053475328,5/11/2016,Wed,"12,209",9.40,6.08,0.28,3.04,0.00,60,7,184,1189,1440,"2,809",0,0,0
80534753285/12/2016,8053475328,5/12/2016,Thu,"4,998",3.91,2.95,0.20,0.76,0.00,28,4,39,839,910,"1,505",0,0,0
82532428794/12/2016,8253242879,4/12/2016,Tue,"9,033",7.16,5.43,0.14,1.59,0.00,40,2,154,1244,1440,"2,044",0,0,0
82532428794/13/2016,8253242879,4/13/2016,Wed,"8,053",6.10,4.17,0.63,1.31,0.00,35,11,96,1298,1440,"1,935",0,0,0
82532428794/14/2016,8253242879,4/14/2016,Thu,"5,234",3.46,1.93,0.99,0.54,0.00,29,16,33,1362,1440,"1,705",0,0,0
82532428794/15/2016,8253242879,4/15/2016,Fri,"2,672",1.77,0.00,0.00,1.76,0.00,0,0,105,1335,1440,"1,632",0,0,0
82532428794/16/2016,8253242879,4/16/2016,Sat,"9,256",6.14,0.43,3.27,2.45,0.00,6,51,115,1268,1440,"1,880",0,0,0
82532428794/17/2016,8253242879,4/17/2016,Sun,"10,204",7.91,5.43,0.15,2.33,0.00,41,5,157,1237,1440,"2,112",0,0,0
82532428794/18/2016,8253242879,4/18/2016,Mon,"5,151",3.48,1.04,0.63,1.80,0.00,16,16,130,1278,1440,"1,829",0,0,0
82532428794/19/2016,8253242879,4/19/2016,Tue,"4,212",2.78,0.00,0.00,2.78,0.00,0,0,164,1276,1440,"1,763",0,0,0
82532428794/20/2016,8253242879,4/20/2016,Wed,"6,466",4.27,0.33,0.82,3.11,0.01,5,18,216,1201,1440,"1,931",0,0,0
82532428794/21/2016,8253242879,4/21/2016,Thu,"11,268",8.56,5.88,0.93,1.75,0.00,49,20,172,1199,1440,"2,218",0,0,0
82532428794/22/2016,8253242879,4/22/2016,Fri,"2,824",1.87,0.00,0.00,1.87,0.00,0,0,120,1320,1440,"1,651",0,0,0
82532428794/23/2016,8253242879,4/23/2016,Sat,"9,282",6.26,2.09,1.04,3.13,0.00,30,26,191,1193,1440,"2,132",0,0,0
82532428794/24/2016,8253242879,4/24/2016,Sun,"8,905",7.13,5.60,0.19,1.34,0.00,41,4,82,1313,1440,"1,976",0,0,0
82532428794/25/2016,8253242879,4/25/2016,Mon,"6,829",4.51,0.36,2.39,1.77,0.00,7,54,118,1261,1440,"1,909",0,0,0
82532428794/26/2016,8253242879,4/26/2016,Tue,"4,562",3.04,1.18,0.49,1.37,0.00,19,14,108,1299,1440,"1,813",0,0,0
82532428794/27/2016,8253242879,4/27/2016,Wed,"10,232",8.18,6.24,0.23,1.70,0.00,45,5,104,1286,1440,"2,008",0,0,0
82532428794/28/2016,8253242879,4/28/2016,Thu,"2,718",1.80,0.67,0.78,0.34,0.00,11,16,20,1393,1440,"1,580",0,0,0
82532428794/29/2016,8253242879,4/29/2016,Fri,"6,260",4.26,1.29,0.54,2.40,0.00,16,14,136,1257,1423,"1,854",0,0,0
83785632004/12/2016,8378563200,4/12/2016,Tue,"7,626",6.05,0.83,0.71,4.50,0.00,65,15,156,723,959,"3,635",1,338,356
83785632004/13/2016,8378563200,4/13/2016,Wed,"12,386",9.82,4.96,0.65,4.21,0.00,116,14,169,680,979,"4,079",2,447,487
83785632004/14/2016,8378563200,4/14/2016,Thu,"13,318",10.56,5.62,1.03,3.91,0.00,123,21,174,699,1017,"4,163",1,424,455
